,DEF,EN,FUNCTN,GEN_REF,GP,NB,NEW,end,start,type
Noreskal_1401902664213,Bare,,TOPIC,GENE,NO,Bare,YES,7886,7882,N
Noreskal_1401902667316,Bare,,TOPIC,GENE,NO,Bare,YES,7919,7911,N
Noreskal_1401902669242,Bare,NO,SUJ,SPEC,NO,PL,NO,7922,7920,PR
Noreskal_1401902673928,INDEF,,ATTR,SPEC,NO,PL,NO,7972,7960,N
Noreskal_1401902687254,DEF_DEM,,Other,SPEC,YES,PL,NO,8176,8158,N
Noreskal_1401902690635,INDEF,,OBJ,GENE,NO,SG,YES,8191,8184,N
Noreskal_1401902692634,Bare,NO,SUJ,SPEC,NO,SG,NO,8194,8192,PR
Noreskal_1401902701072,Bare,,ATTR,GENE,NO,Bare,NO,8238,8233,N
Noreskal_1401902702821,DEF_SPLE,,ATTR,SPEC,NO,Bare,NO,8248,8240,N
Noreskal_1401902704559,Bare,NO,SUJ,SPEC,NO,SG,NO,8251,8249,PR
Noreskal_1401902713981,INDEF,,SUJ,SPEC,NO,SG,YES,8272,8255,N
Noreskal_1401902720161,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,8327,8326,PR
Noreskal_1401902731496,Bare,,Other,SPEC,YES,Bare,NO,8367,8359,N
Noreskal_1401902733541,Bare,,SUJ,SPEC,NO,Bare,NO,8374,8369,N
Noreskal_1401902736497,Bare,,ATTR,SPEC,NO,Bare,NO,8441,8436,N
Noreskal_1401902742146,Bare,,Other,SPEC,NO,Bare,NO,8471,8463,N
Noreskal_1401902745464,DEF_SPLE,,TOPIC,SPEC,NO,Bare,NO,8495,8487,N
Noreskal_1401902747936,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,8498,8497,PR
Noreskal_1401902757420,INDEF,,Other,GENE,YES,PL,NO,8523,8516,N
Noreskal_1401902759678,Bare,NO,SUJ,SPEC,NO,PL,NO,8526,8524,PR
Noreskal_1401902769652,Bare,,Other,SPEC,YES,Bare,NO,8569,8564,N
Noreskal_1401902771490,INDEF,NO,Other,SPEC,NO,PL,NO,8573,8571,PR
Noreskal_1401902775350,INDEF,,ATTR,SPEC,NO,PL,NO,8592,8590,N
Noreskal_1401902778871,DEF_SPLE,,OBJ,GENE,NO,Bare,NO,8610,8602,N
Noreskal_1401902789348,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,8643,8642,PR
Noreskal_1401902804042,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,8731,8730,PR
Noreskal_1401902805903,Bare,NO,OBJ,SPEC,NO,SG,NO,8751,8750,PR
Noreskal_1401902812264,Bare,,Other,SPEC,NO,Bare,NO,8814,8809,N
Noreskal_1401902816643,Bare,,Other,SPEC,NO,Bare,NO,8842,8834,N
Noreskal_1401902822991,INDEF,,OBJ,GENE,NO,PL,NO,8910,8902,N
Noreskal_1401902830113,DEF_SPLE,,Other,SPEC,YES,Bare,YES,8974,8966,N
Noreskal_1401902845693,DEF_SPLE,,ATTR,GENE,NO,Bare,YES,9144,9132,N
Noreskal_1401902850426,DEF_SPLE,,ATTR,GENE,NO,Bare,YES,9188,9175,N
Noreskal_1401902857864,Bare,NO,SUJ,SPEC,NO,SG,NO,9239,9237,PR
Noreskal_1401902860292,Bare,NO,SUJ,SPEC,NO,SG,NO,9249,9247,PR
Noreskal_1401902868371,DEF_SPLE,,OBJ,SPEC,NO,Bare,NO,9298,9284,N
Noreskal_1401902870133,INDEF,NO,Other,SPEC,YES,PL,NO,9298,9296,PR
Noreskal_1402994408240,NULL,NULL,,NULL,NO,NULL,NULL,1300,1294,NULL
Noreskal_1402994436762,NULL,NULL,,NULL,NO,NULL,NULL,3536,3534,NULL
Noreskal_1402994481143,NULL,NULL,,NULL,NO,NULL,NULL,3643,3637,NULL
Noreskal_1402994498115,NULL,NULL,,NULL,NO,NULL,NULL,3688,3682,NULL
Noreskal_1402994524629,Bare,,Other,SPEC,NO,Bare,NO,3807,3804,N
Noreskal_1402994557894,NULL,NULL,,NULL,NO,NULL,NULL,6294,6292,NULL
Noreskal_1402994593795,Bare,,Other,SPEC,NO,Bare,NO,7029,7022,N
Noreskal_1402994616434,NULL,NULL,,NULL,NO,NULL,NULL,7536,7531,NULL
Noreskal_1402994670012,Bare,,Other,GENE,YES,Bare,NO,7861,7852,N
Noreskal_1402996066037,Bare,,Other,GENE,YES,Bare,YES,1300,1296,N
Noreskal_1402996355732,Bare,,Other,SPEC,NO,Bare,YES,1369,1361,N
Noreskal_1402997901792,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,2748,2747,PR
Noreskal_1402998113567,INDEF,NO,SUJ,SPEC,NO,PL,NO,2833,2831,PR
Noreskal_1402999172085,Bare,,SUJ,GENE,NO,Bare,NO,3259,3253,N
Noreskal_1402999670875,Bare,,OBJ,GENE,NO,Bare,YES,3403,3393,N
Noreskal_1403000507987,INDEF,NO,SUJ,SPEC,NO,PL,NO,4109,4107,PR
Noreskal_1403000513864,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,4185,4184,PR
Noreskal_1403000527997,Bare,NO,Other,SPEC,NO,SG,NO,4144,4142,PR
Noreskal_1403000531680,Bare,NO,Other,SPEC,NO,SG,NO,4182,4180,PR
Noreskal_1403038353457,INDEF,NO,Other,SPEC,NO,SG,YES,5314,5312,PR
Noreskal_1403041109649,Bare,,OBJ,GENE,NO,Bare,NO,7332,7326,N
Noreskal_1403041113332,DEF_DEM,NO,OBJ,SPEC,NO,SG,YES,7388,7381,PR
Noreskal_1403042182494,Bare,NO,SUJ,SPEC,NO,SG,NO,7746,7744,PR
Noreskal_1403043470626,Bare,NO,SUJ,SPEC,NO,SG,NO,8229,8227,PR
Noreskal_1403044849389,Bare,NO,SUJ,SPEC,NO,PL,NO,8919,8917,PR
Noreskal_1403044960833,Bare,NO,SUJ,SPEC,NO,PL,NO,8934,8932,PR
Noreskal_1403044996863,INDEF,NO,OBJ,SPEC,NO,SG,YES,9089,9087,PR
Noreskal_1403092236623,Bare,NO,SUJ,SPEC,NO,UNK,NO,1394,1392,PR
Noreskal_1403092441393,Bare,,Other,SPEC,NO,Bare,NO,1738,1714,N
Noreskal_1403092456985,NULL,NULL,,NULL,NO,NULL,NULL,1799,1790,NULL
Noreskal_1403094954727,Bare,NO,Other,SPEC,NO,SG,NO,7000,6962,PR
,,,,,,,,,,
Noreskal_1401902939219,DEF_SPLE,,Other,GENE,NO,PL,YES,318,306,N
Noreskal_1401902949409,Bare,,ATTR,GENE,NO,Bare,NO,352,346,N
Noreskal_1401902953647,INDEF,,OBJ,GENE,NO,Bare,YES,368,359,N
Noreskal_1401902972263,DEF_SPLE,,OBJ,GENE,NO,Bare,YES,412,403,N
Noreskal_1401902975250,INDEF,,OBJ,GENE,NO,SG,YES,419,413,N
Noreskal_1401902978129,Bare,,SUJ,SPEC,NO,Bare,NO,459,453,N
Noreskal_1401902986339,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,490,489,PR
Noreskal_1401902989910,Bare,,OBJ,GENE,NO,Bare,YES,507,499,N
Noreskal_1401903002407,INDEF,NO,SUJ,SPEC,NO,PL,NO,521,519,PR
Noreskal_1401903014879,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,544,543,PR
Noreskal_1401903018449,INDEF,NO,OBJ,SPEC,NO,SG,YES,556,548,PR
Noreskal_1401903022311,Bare,NO,SUJ,SPEC,NO,SG,NO,559,557,PR
Noreskal_1401903026281,DEF_SPLE,,SUJ,SPEC,NO,Bare,YES,603,594,N
Noreskal_1401903042653,Bare,,Other,SPEC,NO,Bare,YES,787,778,N
Noreskal_1401903044389,INDEF,NO,SUJ,SPEC,NO,PL,YES,790,788,PR
Noreskal_1401903051383,INDEF,,ATTR,GENE,NO,SG,YES,836,820,N
Noreskal_1401903055112,DEF_SPLE,,TOPIC,GENE,NO,PL,YES,878,860,N
Noreskal_1401903060140,INDEF,NO,SUJ,SPEC,NO,PL,NO,882,880,PR
Noreskal_1401903062787,INDEF,NO,SUJ,SPEC,NO,PL,NO,895,893,PR
Noreskal_1401903067863,INDEF,NO,SUJ,SPEC,NO,PL,NO,909,907,PR
Noreskal_1401903074568,INDEF,NO,SUJ,SPEC,NO,PL,NO,917,915,PR
Noreskal_1401903083650,Bare,,OBJ,GENE,NO,Bare,YES,928,924,N
Noreskal_1401903090331,DEF_SPLE,,TOPIC,SPEC,NO,PL,YES,944,931,N
Noreskal_1401903092480,INDEF,NO,SUJ,SPEC,NO,PL,NO,948,946,PR
Noreskal_1401903096232,Bare,,OBJ,GENE,NO,Bare,NO,959,955,N
Noreskal_1401903104661,DEF_SPLE,,Other,GENE,YES,Bare,NO,983,971,N
Noreskal_1401903114086,INDEF,NO,SUJ,SPEC,NO,PL,NO,1006,1004,PR
Noreskal_1401903130615,Bare,,SUJ,GENE,NO,Bare,NO,1041,1033,N
Noreskal_1401903158476,Bare,,SUJ,GENE,NO,Bare,NO,1081,1076,N
Noreskal_1401903166260,Bare,,SUJ,GENE,NO,Bare,YES,1095,1088,N
Noreskal_1401903168896,INDEF,NO,SUJ,SPEC,NO,PL,NO,1105,1103,PR
Noreskal_1401903171118,Bare,,OBJ,GENE,NO,Bare,NO,1121,1117,N
Noreskal_1401903182803,Bare,NO,SUJ,SPEC,NO,PL,NO,1125,1123,PR
Noreskal_1401903189348,Bare,,OBJ,GENE,NO,Bare,NO,1139,1135,N
Noreskal_1401903195458,Bare,,Other,GENE,YES,Bare,YES,1172,1163,N
Noreskal_1401903206364,DEF_SPLE,,SUJ,GENE,NO,PL,NO,1196,1183,N
Noreskal_1401903229163,DEF_DEM,NO,Other,SPEC,NO,SG,YES,1244,1237,PR
Noreskal_1401903238127,Bare,NO,SUJ,SPEC,NO,SG,NO,1257,1255,PR
Noreskal_1401903244783,DEF_SPLE,,Other,SPEC,YES,SG,YES,1275,1268,N
Noreskal_1401903253044,Bare,,OBJ,GENE,NO,Bare,YES,1311,1300,N
Noreskal_1401903256117,Bare,,OBJ,GENE,NO,Bare,NO,1317,1313,N
Noreskal_1401903267608,DEF_DEM,NO,SUJ,SPEC,NO,SG,NO,1348,1346,PR
Noreskal_1401903277882,DEF_DEM,,Other,SPEC,YES,Bare,YES,1429,1414,N
Noreskal_1401903279727,DEF_SPLE,,Other,SPEC,NO,Bare,YES,1437,1429,N
Noreskal_1401903313088,INDEF,NO,SUJ,SPEC,NO,SG,NO,1545,1544,PR
Noreskal_1401903325684,DEF_DEM,,Other,SPEC,YES,Bare,NO,1678,1663,N
Noreskal_1401903338583,DEF_SPLE,,OBJ,SPEC,NO,PL,YES,1750,1732,N
Noreskal_1401903366711,DEF_SPLE,NO,OBJ,SPEC,NO,PL,NO,1769,1767,PR
Noreskal_1401903368230,INDEF,,OBJ,SPEC,NO,SG,YES,1782,1770,N
Noreskal_1401903372189,DEF_SPLE,NO,OBJ,SPEC,NO,PL,NO,1822,1820,PR
Noreskal_1401903380557,INDEF,NO,SUJ,SPEC,NO,PL,YES,1854,1852,PR
Noreskal_1401903383264,DEF_SPLE,,SUJ,SPEC,NO,Bare,YES,1884,1873,N
Noreskal_1401903387419,DEF_SPLE,NO,OBJ,SPEC,NO,PL,NO,1917,1915,PR
Noreskal_1401903400728,DEF_SPLE,,Other,GENE,YES,Bare,YES,2112,2105,N
Noreskal_1401903448734,DEF_SPLE,,Other,SPEC,YES,Bare,NO,2554,2542,N
Noreskal_1401903456629,Bare,,OBJ,GENE,NO,Bare,YES,2600,2597,N
Noreskal_1401903460358,Bare,,SUJ,GENE,YES,Bare,YES,2633,2629,N
Noreskal_1401903463672,Bare,,OBJ,GENE,NO,Bare,YES,2671,2655,N
Noreskal_1401903472258,Bare,,OBJ,GENE,NO,Bare,YES,2719,2707,N
Noreskal_1401903474943,Bare,,Other,SPEC,YES,Bare,YES,2719,2715,N
Noreskal_1401903477178,INDEF,NO,SUJ,SPEC,NO,PL,NO,2695,2693,PR
Noreskal_1401903491717,INDEF,,OBJ,GENE,NO,SG,YES,2743,2727,N
Noreskal_1401903494012,DEF_DEM,NO,OBJ,SPEC,NO,SG,YES,2746,2744,PR
Noreskal_1401903498555,DEF_SPLE,,SUJ,SPEC,NO,Bare,YES,2758,2751,N
Noreskal_1401903508454,DEF_SPLE,,OBJ,SPEC,NO,Bare,YES,2826,2814,N
Noreskal_1401903510921,INDEF,NO,SUJ,SPEC,NO,PL,NO,2829,2827,PR
Noreskal_1401903532773,Bare,,OBJ,GENE,NO,Bare,YES,3008,2996,N
Noreskal_1401903540072,DEF_DEM,,OBJ,SPEC,NO,PL,NO,3034,3020,N
Noreskal_1401903544324,Bare,,OBJ,GENE,NO,Bare,YES,3056,3049,N
Noreskal_1401903576427,Bare,,ATTR,GENE,NO,Bare,YES,3148,3144,N
Noreskal_1401903582478,Bare,,OBJ,GENE,NO,Bare,YES,3164,3160,N
Noreskal_1401903584943,Bare,,ATTR,GENE,NO,Bare,YES,3124,3121,N
Noreskal_1401903590798,Bare,,OBJ,GENE,NO,Bare,YES,3205,3200,N
Noreskal_1401903593787,Bare,,Other,SPEC,NO,Bare,YES,3220,3205,N
Noreskal_1401903603163,INDEF,,Other,GENE,NO,SG,YES,3291,3273,N
Noreskal_1401903605460,DEF_SPLE,,Other,GENE,YES,PL,YES,3291,3285,N
Noreskal_1401903610282,Bare,,TOPIC,SPEC,NO,Bare,YES,3298,3292,N
Noreskal_1401903612469,DEF_SPLE,NO,Other,SPEC,YES,SG,NO,3307,3306,PR
Noreskal_1401903614219,DEF_DEM,NO,OBJ,SPEC,NO,SG,NO,3322,3316,PR
Noreskal_1401903617218,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,3350,3348,PR
Noreskal_1401903620450,DEF_DEM,NO,OBJ,SPEC,NO,SG,NO,3363,3357,PR
Noreskal_1401903624640,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,3405,3404,PR
Noreskal_1401903627482,DEF_DEM,NO,Other,SPEC,YES,SG,NO,3419,3417,PR
Noreskal_1401903630059,Bare,NO,OBJ,SPEC,NO,SG,NO,3431,3430,PR
Noreskal_1401903632027,INDEF,NO,OBJ,SPEC,YES,SG,YES,3444,3438,PR
Noreskal_1401903634687,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,3464,3463,PR
Noreskal_1401903637966,INDEF,NO,OBJ,SPEC,YES,SG,YES,3477,3471,PR
Noreskal_1401903647599,DEF_SPLE,,SUJ,SPEC,YES,PL,NO,3523,3512,N
Noreskal_1401903651062,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,3538,3536,PR
Noreskal_1401903654437,INDEF,NO,OBJ,SPEC,NO,SG,NO,3558,3557,PR
Noreskal_1401903657012,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,3568,3567,PR
Noreskal_1401903660863,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,3597,3596,PR
Noreskal_1401903664384,DEF_SPLE,,Other,SPEC,YES,Bare,YES,3613,3605,N
Noreskal_1401903666099,Bare,NO,Other,SPEC,YES,SG,NO,3613,3612,PR
Noreskal_1401903668759,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,3642,3640,PR
Noreskal_1401903673144,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,3669,3668,PR
Noreskal_1401903675828,INDEF,NO,SUJ,SPEC,NO,PL,YES,3684,3682,PR
Noreskal_1401903679266,INDEF,NO,OBJ,SPEC,NO,PL,YES,3698,3695,PR
Noreskal_1401903682206,INDEF,NO,SUJ,SPEC,NO,PL,NO,3713,3710,PR
Noreskal_1401903685486,INDEF,NO,OBJ,SPEC,NO,PL,NO,3725,3723,PR
Noreskal_1401903688001,INDEF,NO,SUJ,SPEC,NO,PL,NO,3735,3733,PR
Noreskal_1401903690381,DEF_DEM,NO,OBJ,SPEC,NO,SG,YES,3732,3726,PR
Noreskal_1401903697341,INDEF,NO,SUJ,SPEC,NO,PL,NO,3804,3802,PR
Noreskal_1401903702856,INDEF,NO,OBJ,SPEC,NO,SG,NO,3822,3816,PR
Noreskal_1401903707484,DEF_DEM,NO,OBJ,SPEC,YES,SG,NO,3840,3834,PR
Noreskal_1401903709671,INDEF,NO,SUJ,SPEC,NO,PL,NO,3826,3824,PR
Noreskal_1401903714091,Bare,,Other,SPEC,NO,Bare,YES,3855,3846,N
Noreskal_1401903716715,INDEF,NO,SUJ,SPEC,NO,PL,NO,3858,3856,PR
Noreskal_1401903720286,DEF_SPLE,,ATTR,GENE,NO,Bare,NO,3885,3875,N
Noreskal_1401903722375,INDEF,NO,Other,SPEC,YES,PL,NO,3885,3883,PR
Noreskal_1401903725777,INDEF,NO,SUJ,SPEC,NO,PL,NO,3889,3887,PR
Noreskal_1401903730392,DEF_SPLE,,SUJ,GENE,NO,Bare,NO,3913,3903,N
Noreskal_1401903733114,INDEF,NO,Other,SPEC,YES,PL,NO,3913,3911,PR
Noreskal_1401903739006,Bare,,OBJ,SPEC,NO,Bare,YES,3943,3938,N
Noreskal_1401903750995,DEF_SPLE,,OBJ,SPEC,NO,PL,YES,4084,4076,N
Noreskal_1401903760531,DEF_SPLE,,OBJ,SPEC,NO,PL,YES,4100,4086,N
Noreskal_1401903773977,INDEF,NO,SUJ,SPEC,NO,PL,YES,4155,4153,PR
Noreskal_1401903776297,INDEF,NO,OBJ,SPEC,YES,PL,NO,4170,4168,PR
Noreskal_1401903783912,DEF_DEM,NO,OBJ,SPEC,NO,SG,NO,4194,4191,PR
Noreskal_1401903786427,INDEF,NO,OBJ,SPEC,NO,PL,NO,4186,4184,PR
Noreskal_1401903788541,INDEF,NO,SUJ,SPEC,NO,SG,YES,4177,4175,PR
Noreskal_1401903797541,INDEF,,Other,GENE,NO,Bare,YES,4272,4258,N
Noreskal_1401903800420,INDEF,NO,SUJ,GENE,NO,PL,YES,4275,4273,PR
Noreskal_1401903803834,DEF_SPLE,,Other,GENE,YES,Bare,NO,4296,4286,N
Noreskal_1401903813139,INDEF,NO,SUJ,SPEC,NO,PL,NO,4299,4297,PR
Noreskal_1401903817001,DEF_DEM,NO,OBJ,SPEC,NO,SG,YES,4319,4313,PR
Noreskal_1401903819175,INDEF,NO,Other,SPEC,YES,PL,NO,4327,4325,PR
Noreskal_1401903822419,INDEF,,ATTR,SPEC,NO,SG,YES,4336,4331,N
Noreskal_1401903831760,DEF_SPLE,,OBJ,GENE,NO,Bare,YES,4397,4390,N
Noreskal_1401903833825,INDEF,NO,Other,SPEC,YES,PL,NO,4398,4395,PR
Noreskal_1401903836036,INDEF,NO,SUJ,SPEC,NO,PL,NO,4382,4380,PR
Noreskal_1401903839790,Bare,,Other,GENE,NO,Bare,YES,4424,4411,N
Noreskal_1401903848172,INDEF,,Other,GENE,YES,Bare,YES,4424,4416,N
Noreskal_1401903852362,DEF_SPLE,,OBJ,GENE,NO,Bare,NO,4439,4432,N
Noreskal_1401903855046,Bare,NO,Other,SPEC,NO,SG,NO,4439,4437,PR
Noreskal_1401903864523,INDEF,NO,SUJ,GENE,NO,PL,YES,4490,4488,PR
Noreskal_1401903869055,INDEF,NO,OBJ,SPEC,NO,PL,NO,4497,4495,PR
Noreskal_1401903872212,Bare,,Other,GENE,NO,Bare,YES,4503,4499,N
Noreskal_1401903885321,INDEF,NO,SUJ,SPEC,NO,PL,NO,4523,4521,PR
Noreskal_1401903888067,INDEF,NO,SUJ,SPEC,NO,PL,NO,4542,4540,PR
Noreskal_1401903889524,INDEF,,OBJ,GENE,NO,SG,YES,4555,4546,N
Noreskal_1401903898369,DEF_DEM,,TOPIC,SPEC,NO,PL,YES,4660,4647,N
Noreskal_1401903900301,DEF_SPLE,NO,SUJ,SPEC,NO,PL,NO,4663,4661,PR
Noreskal_1401903914988,INDEF,NO,SUJ,SPEC,NO,PL,NO,4711,4709,PR
Noreskal_1401903927100,INDEF,NO,OBJ,SPEC,NO,SG,YES,4783,4775,PR
Noreskal_1401903930938,Bare,,SUJ,GENE,NO,Bare,NO,4821,4814,N
Noreskal_1401903937402,Bare,NO,Other,SPEC,NO,SG,NO,4905,4903,PR
Noreskal_1401903944825,Bare,,Other,SPEC,NO,Bare,YES,4969,4957,N
Noreskal_1401903956889,DEF_SPLE,,SUJ,SPEC,NO,Bare,YES,5014,5003,N
Noreskal_1401903969648,DEF_SPLE,,SUJ,SPEC,NO,Bare,YES,5047,5034,N
Noreskal_1401903975066,Bare,,ATTR,SPEC,NO,Bare,NO,5099,5087,N
Noreskal_1401903990933,Bare,,Other,SPEC,NO,Bare,NO,5246,5241,N
Noreskal_1401903994191,INDEF,NO,SUJ,SPEC,NO,PL,NO,5230,5228,PR
Noreskal_1401903996118,INDEF,NO,SUJ,SPEC,NO,PL,NO,5270,5268,PR
Noreskal_1401903999495,INDEF,NO,SUJ,SPEC,NO,SG,YES,5323,5321,PR
Noreskal_1401904001754,Bare,,ATTR,GENE,NO,Bare,NO,5336,5331,N
Noreskal_1401904003516,INDEF,NO,SUJ,SPEC,NO,PL,NO,5340,5338,PR
Noreskal_1401904005462,INDEF,NO,OBJ,SPEC,NO,PL,NO,5347,5345,PR
Noreskal_1401904009701,Bare,,OBJ,GENE,NO,Bare,YES,5366,5354,N
Noreskal_1401904019819,INDEF,NO,SUJ,SPEC,NO,PL,NO,5395,5393,PR
Noreskal_1401904028089,Bare,,Other,GENE,YES,Bare,NO,5413,5408,N
Noreskal_1401904029185,Bare,,Other,GENE,NO,Bare,NO,5426,5421,N
Noreskal_1401904042123,INDEF,NO,SUJ,SPEC,NO,PL,NO,5436,5434,PR
Noreskal_1401904044435,Bare,,OBJ,GENE,NO,Bare,YES,5448,5443,N
Noreskal_1401904051016,Bare,,Other,GENE,YES,Bare,NO,5483,5479,N
Noreskal_1401904053194,INDEF,NO,SUJ,SPEC,NO,PL,NO,5486,5484,PR
Noreskal_1401904058830,INDEF,,OBJ,GENE,NO,SG,YES,5499,5493,N
Noreskal_1401904061549,INDEF,NO,Other,SPEC,YES,PL,NO,5512,5510,PR
Noreskal_1401904067191,INDEF,NO,Other,SPEC,NO,PL,NO,5529,5527,PR
Noreskal_1401904069849,INDEF,NO,OBJ,SPEC,NO,PL,NO,5536,5534,PR
Noreskal_1401904076055,INDEF,NO,SUJ,SPEC,NO,PL,NO,5571,5569,PR
Noreskal_1401904077987,INDEF,NO,SUJ,SPEC,NO,PL,NO,5600,5598,PR
Noreskal_1401904082029,DEF_SPLE,,OBJ,SPEC,NO,Bare,NO,5614,5604,N
Noreskal_1401904090939,DEF_SPLE,NO,Other,SPEC,YES,PL,NO,5614,5612,PR
Noreskal_1401904093692,INDEF,NO,SUJ,SPEC,NO,PL,NO,5622,5620,PR
Noreskal_1401904095903,DEF_SPLE,,OBJ,GENE,NO,Bare,YES,5635,5626,N
Noreskal_1401904097931,INDEF,NO,Other,SPEC,YES,PL,NO,5635,5633,PR
Noreskal_1401904102787,INDEF,NO,Other,SPEC,NO,PL,NO,5720,5718,PR
Noreskal_1401904109117,Bare,,ATTR,GENE,NO,Bare,NO,5764,5760,N
Noreskal_1401904111175,INDEF,NO,SUJ,SPEC,NO,PL,NO,5767,5765,PR
Noreskal_1401904114351,INDEF,NO,OBJ,SPEC,NO,PL,NO,5774,5772,PR
Noreskal_1401904118428,INDEF,,OBJ,SPEC,NO,SG,YES,5800,5789,N
Noreskal_1401904124632,INDEF,NO,SUJ,SPEC,NO,PL,NO,5808,5806,PR
Noreskal_1401904127689,Bare,,Other,SPEC,NO,Bare,YES,5845,5841,N
Noreskal_1401904130603,INDEF,NO,SUJ,SPEC,NO,PL,NO,5848,5846,PR
Noreskal_1401904133183,Bare,,Other,SPEC,NO,Bare,NO,5863,5860,N
Noreskal_1401904189162,INDEF,,ATTR,SPEC,NO,PL,NO,5911,5904,N
Noreskal_1401904202756,DEF_SPLE,,ATTR,SPEC,NO,Bare,YES,5944,5937,N
Noreskal_1401904204799,INDEF,NO,Other,SPEC,YES,PL,NO,5944,5942,PR
Noreskal_1401904207345,DEF_DEM,NO,ATTR,SPEC,NO,SG,YES,5934,5932,PR
Noreskal_1401904221988,INDEF,NO,SUJ,SPEC,NO,SG,NO,5967,5966,PR
Noreskal_1401904225235,Bare,,SUJ,SPEC,NO,Bare,NO,5988,5980,N
Noreskal_1401904232040,Bare,,Other,GENE,YES,Bare,NO,6046,6040,N
Noreskal_1401904240527,Bare,,OBJ,GENE,NO,Bare,YES,6098,6089,N
Noreskal_1401904245730,INDEF,NO,SUJ,SPEC,NO,PL,NO,6029,6027,PR
Noreskal_1401904247833,INDEF,NO,SUJ,SPEC,NO,PL,NO,6050,6048,PR
Noreskal_1401904250647,INDEF,NO,SUJ,SPEC,NO,PL,NO,6068,6066,PR
Noreskal_1401904252873,INDEF,NO,SUJ,SPEC,NO,PL,NO,6085,6083,PR
Noreskal_1401904255294,INDEF,NO,SUJ,SPEC,NO,PL,NO,6102,6100,PR
Noreskal_1401904261902,INDEF,NO,SUJ,SPEC,NO,PL,NO,6136,6134,PR
Noreskal_1401904264593,Bare,,OBJ,GENE,NO,Bare,NO,6151,6147,N
Noreskal_1401904274701,INDEF,NO,SUJ,SPEC,NO,PL,NO,6214,6212,PR
Noreskal_1401904277026,INDEF,,OBJ,GENE,NO,Bare,YES,6231,6221,N
Noreskal_1401904286113,DEF_SPLE,,SUJ,SPEC,NO,Bare,YES,6265,6258,N
Noreskal_1401904298756,INDEF,,Other,GENE,NO,SG,YES,6286,6273,N
Noreskal_1401904301615,Bare,,Other,SPEC,NO,Bare,NO,6318,6308,N
Noreskal_1401904312637,INDEF,,ATTR,GENE,NO,SG,YES,6403,6383,N
Noreskal_1401904315264,Bare,,Other,GENE,NO,Bare,YES,6403,6394,N
Noreskal_1401904318563,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,6409,6408,PR
Noreskal_1401904329933,DEF_SPLE,,OBJ,SPEC,NO,Bare,YES,6423,6414,N
Noreskal_1401904339404,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,6463,6462,PR
Noreskal_1401904343546,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,6472,6471,PR
Noreskal_1401904347184,Bare,,OBJ,GENE,NO,Bare,NO,6493,6485,N
Noreskal_1401904369517,DEF_SPLE,,SUJ,SPEC,NO,Bare,YES,6690,6682,N
Noreskal_1401904397283,INDEF,,Other,GENE,NO,Bare,YES,6857,6849,N
Noreskal_1401904402941,INDEF,,Other,GENE,NO,Bare,NO,6874,6866,N
Noreskal_1401904406335,INDEF,NO,OBJ,SPEC,NO,PL,NO,6886,6884,PR
Noreskal_1401904408892,DEF_SPLE,,OBJ,SPEC,NO,Bare,YES,6893,6887,N
Noreskal_1401904418551,Bare,,Other,SPEC,YES,Bare,YES,6956,6949,N
Noreskal_1401904423789,DEF_SPLE,,Other,GENE,YES,Bare,YES,7020,7013,N
Noreskal_1401904427141,Bare,,OBJ,GENE,NO,Bare,YES,7020,7006,N
Noreskal_1401904435791,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,7106,7105,PR
Noreskal_1403048830165,DEF_DEM,NO,OBJ,SPEC,NO,SG,YES,906,899,PR
Noreskal_1403048946466,INDEF,NO,OBJ,SPEC,NO,SG,YES,2328,2324,PR
Noreskal_1403048956535,INDEF,NO,OBJ,SPEC,NO,SG,YES,2446,2442,PR
Noreskal_1403050824832,INDEF,NO,SUJ,SPEC,NO,PL,YES,1278,1276,PR
Noreskal_1403051007836,INDEF,NO,OBJ,SPEC,NO,SG,YES,1344,1337,PR
Noreskal_1403051269210,DEF_DEM,NO,Other,SPEC,YES,SG,YES,1488,1482,PR
Noreskal_1403051273306,DEF_DEM,NO,Other,SPEC,YES,SG,YES,1506,1500,PR
Noreskal_1403051364800,DEF_DEM,NO,Other,SPEC,YES,SG,YES,1543,1537,PR
